KitchenQual_TA,BsmtQual_TA,GarageFinish_Unf,GarageType_Detchd,Foundation_CBlock,HeatingQC_TA,Exterior2nd_VinylSd,2ndFlrSF,WoodDeckSF,HalfBath,BsmtExposure_Gd,KitchenQual_Gd,OpenPorchSF,GarageType_Attchd,LotFrontage,FireplaceQu_Gd,SaleCondition_Partial,Neighborhood_NridgHt,BsmtFinSF1,BsmtFinType1_GLQ,ExterQual_Gd,Fireplaces,MasVnrArea,TotRmsAbvGrd,FullBath,TotalBsmtSF,OverallQual
0,0,0,0,0,0,0,0,123,0,0,0,0,0,44.0,0,0,0,1573,0,0,1,481.0,5,2,1573,8
0,0,0,0,0,0,0,842,138,1,0,0,45,0,65.0,0,0,0,0,0,0,0,0.0,6,2,798,6
0,0,0,0,0,0,0,0,333,0,0,0,0,0,85.0,0,0,0,270,0,0,0,108.0,7,2,1302,6
0,0,0,0,0,0,0,0,250,0,0,0,0,0,70.0,0,0,0,922,0,0,0,0.0,5,1,1314,5
0,0,0,0,0,0,0,1286,192,1,0,0,0,0,66.0,0,0,0,0,0,0,1,302.0,8,2,975,7
0,0,0,0,0,0,0,864,216,1,0,0,56,0,64.0,0,0,0,503,0,0,0,0.0,7,2,864,6
0,0,0,0,0,0,0,0,123,1,0,0,110,0,68.0,0,0,0,1334,0,0,1,180.0,8,2,1604,7
0,0,0,0,0,0,0,829,0,1,0,0,96,0,80.0,0,0,0,361,0,0,1,172.0,7,2,963,7
0,0,0,0,0,0,0,0,0,0,0,0,45,0,70.0,0,0,0,0,0,0,0,0.0,4,1,0,5
0,0,0,0,0,0,0,1092,0,1,0,0,148,0,69.0,0,0,0,0,0,0,1,270.0,10,2,1482,8
0,0,0,0,0,0,0,0,292,0,0,0,12,0,88.0,0,0,0,506,0,0,1,46.0,6,1,506,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,234,0,0,0,0.0,6,1,926,5
0,0,0,0,0,0,0,0,276,0,0,0,0,0,78.0,0,0,0,588,0,0,1,210.0,7,2,1422,6
0,0,0,0,0,0,0,709,95,1,0,0,75,0,70.0,0,0,0,714,0,0,1,0.0,8,2,802,6
0,0,0,0,0,0,0,720,262,1,0,0,24,0,60.0,0,0,0,378,0,0,1,0.0,8,2,720,5
0,0,0,0,0,0,0,0,0,0,0,0,25,0,71.0,0,0,0,403,0,0,1,0.0,4,1,740,5
0,0,0,0,0,0,0,0,370,1,0,0,30,0,69.0,0,0,0,751,0,0,1,174.0,6,1,1143,6
0,0,0,0,0,0,0,844,192,1,0,0,51,0,84.0,0,0,0,0,0,0,1,0.0,8,2,1095,8
0,0,0,0,0,0,0,0,81,0,0,0,0,0,73.0,0,0,0,226,0,0,2,0.0,5,1,1385,7
0,0,0,0,0,0,0,1106,132,1,0,0,57,0,92.0,0,0,0,524,0,0,1,348.0,9,2,1152,8
0,0,0,0,0,0,0,0,289,0,0,0,0,0,80.0,0,0,0,620,0,0,1,183.0,6,2,1240,6
0,0,0,0,0,0,0,0,168,0,0,0,0,0,76.0,0,0,0,546,0,0,0,0.0,5,1,816,5
0,0,0,0,0,0,0,596,74,1,0,0,0,0,55.0,0,0,0,0,0,0,0,0.0,5,2,952,7
0,0,0,0,0,0,0,0,124,1,0,0,98,0,107.0,0,0,0,0,0,0,1,315.0,8,2,2121,9
0,0,0,0,0,0,0,866,288,1,0,0,117,0,83.0,0,0,0,392,0,0,1,299.0,8,2,1160,7
0,0,0,0,0,0,0,807,0,1,0,0,84,0,82.0,0,0,0,421,0,0,1,340.0,7,2,807,7
0,0,0,0,0,0,0,0,0,0,0,0,120,0,60.0,0,0,0,905,0,0,0,68.0,5,2,1262,6
0,0,0,0,0,0,0,0,172,0,0,0,62,0,34.0,0,0,0,904,0,0,1,166.0,6,2,1314,7
0,0,0,0,0,0,0,0,210,0,0,0,150,0,74.0,0,0,0,0,0,0,1,72.0,6,2,1468,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,430,0,0,0,0.0,5,2,1575,6
0,0,0,0,0,0,0,625,0,1,0,0,54,0,35.0,0,0,0,0,0,0,0,0.0,5,2,625,7
0,0,0,0,0,0,0,649,0,1,0,0,0,0,77.0,0,0,0,600,0,0,1,0.0,7,1,912,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,0,0,0,614,0,0,0,0.0,5,1,858,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,0,0,0,450,0,0,0,31.0,5,1,882,5
0,0,0,0,0,0,0,698,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0.0,7,1,698,6
0,0,0,0,0,0,0,780,0,0,0,0,184,0,55.0,0,0,0,210,0,0,0,0.0,9,2,780,5
0,0,0,0,0,0,0,568,0,1,0,0,0,0,60.0,0,0,0,292,0,0,1,0.0,8,1,768,5
0,0,0,0,0,0,0,795,0,1,0,0,250,0,69.0,0,0,0,795,0,0,1,34.0,9,2,795,7
0,0,0,0,0,0,0,0,110,0,0,0,0,0,80.0,0,0,0,1285,0,0,2,238.0,7,1,1416,6
0,0,0,0,0,0,0,0,120,0,0,0,0,0,37.0,0,0,0,819,0,0,0,0.0,6,1,1003,6
0,0,0,0,0,0,0,648,289,1,0,0,0,0,75.0,0,0,0,420,0,0,0,0.0,6,1,910,5
0,0,0,0,0,0,0,975,0,1,0,0,10,0,66.0,0,0,0,649,0,0,1,1600.0,7,2,975,7
0,0,0,0,0,0,0,702,224,2,0,0,0,0,90.0,0,0,0,384,0,0,1,365.0,7,1,702,6
0,0,0,0,0,0,0,0,0,0,0,0,36,0,80.0,0,0,0,0,0,0,1,0.0,6,1,1092,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,841,0,0,2,56.0,5,1,1165,5
0,0,0,0,0,0,0,1242,208,1,0,0,50,0,66.0,0,0,0,281,0,0,1,0.0,9,2,1028,8
0,0,0,0,0,0,0,0,256,0,0,0,0,0,70.0,0,0,0,894,0,0,0,0.0,5,1,894,5
0,0,0,0,0,0,0,1818,302,0,0,0,0,0,87.0,0,0,0,0,0,0,1,0.0,10,3,1470,7
0,0,0,0,0,0,0,0,168,0,0,0,0,0,80.0,0,0,0,1464,0,0,0,246.0,8,2,2000,8
0,0,0,0,0,0,0,371,0,0,0,0,144,0,69.0,0,0,0,0,0,0,0,0.0,6,1,319,6
0,0,0,0,0,0,0,0,158,0,0,0,0,0,69.0,0,0,0,262,0,0,0,0.0,4,1,861,4
0,0,0,0,0,0,0,0,208,0,0,0,175,0,90.0,0,0,0,1274,0,0,3,0.0,8,2,1896,9
0,0,0,0,0,0,0,804,190,1,0,0,63,0,69.0,0,0,0,518,0,0,1,112.0,6,2,697,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,680,0,0,1,0.0,5,1,972,6
0,0,0,0,0,0,0,325,0,0,0,0,0,0,65.0,0,0,0,507,0,0,1,0.0,5,1,793,5
0,0,0,0,0,0,0,809,0,1,0,0,0,0,60.0,0,0,0,16,0,0,1,0.0,6,1,728,7
0,0,0,0,0,0,0,716,100,1,0,0,51,0,71.0,0,0,0,425,0,0,1,0.0,6,2,716,7
0,0,0,0,0,0,0,1200,288,1,0,0,195,0,94.0,0,0,0,692,0,0,1,278.0,10,2,845,7
0,0,0,0,0,0,0,871,208,1,0,0,46,0,75.0,0,0,0,0,0,0,1,0.0,8,2,1088,8
0,0,0,0,0,0,0,1274,340,1,0,0,60,0,90.0,0,0,0,987,0,0,1,256.0,9,2,1347,7
0,0,0,0,0,0,0,0,233,0,0,0,48,0,69.0,0,0,0,1036,0,0,2,225.0,6,2,1372,7
0,0,0,0,0,0,0,1332,184,1,0,0,154,0,99.0,0,0,0,970,0,0,1,388.0,10,2,1136,8
0,0,0,0,0,0,0,1177,201,1,0,0,96,0,86.0,0,0,0,28,0,0,1,172.0,8,2,1502,7
0,0,0,0,0,0,0,0,142,0,0,0,98,0,49.0,0,0,0,256,0,0,0,0.0,6,1,1162,3
0,0,0,0,0,0,0,1080,240,1,0,0,0,0,96.0,0,0,0,0,0,0,1,300.0,11,2,710,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,116,0,0,0,0.0,5,1,720,5
0,0,0,0,0,0,0,0,122,1,0,0,30,0,32.0,0,0,0,1619,0,0,2,0.0,6,1,1719,8
0,0,0,0,0,0,0,0,0,1,0,0,45,0,80.0,0,0,0,565,0,0,0,175.0,7,1,1383,6
0,0,0,0,0,0,0,689,0,0,0,0,60,0,69.0,0,0,0,0,0,0,0,0.0,10,2,844,6
0,0,0,0,0,0,0,596,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0.0,6,1,596,5
0,0,0,0,0,0,0,0,155,0,0,0,0,0,69.0,0,0,0,40,0,0,0,84.0,10,2,1728,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,846,0,0,0,0.0,6,1,1056,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,1124,0,0,1,296.0,7,2,3206,8
0,0,0,0,0,0,0,0,192,0,0,0,30,0,59.0,0,0,0,720,0,0,1,146.0,6,2,1358,7
0,0,0,0,0,0,0,695,100,1,0,0,38,0,59.0,0,0,0,828,0,0,2,0.0,7,2,943,6
0,0,0,0,0,0,0,167,670,0,0,0,0,0,69.0,0,0,0,1249,0,0,2,0.0,7,2,1499,5
0,0,0,0,0,0,0,0,178,0,0,0,51,0,86.0,0,0,0,1249,0,0,1,200.0,8,2,1922,9
0,0,0,0,0,0,0,0,192,0,0,0,74,0,70.0,0,0,0,810,0,0,0,113.0,7,2,1536,7
0,0,0,0,0,0,0,0,108,0,0,0,45,0,91.0,0,0,0,213,0,0,0,0.0,8,2,1208,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,0,0,0,585,0,0,0,176.0,6,1,1215,6
0,0,0,0,0,0,0,915,135,1,0,0,0,0,85.0,0,0,0,0,0,0,0,0.0,9,2,967,8
0,0,0,0,0,0,0,0,250,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0.0,4,1,721,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,0,0,0,0,0,0,0,340.0,6,2,0,3
0,0,0,0,0,0,0,0,495,0,0,0,72,0,63.0,0,0,0,28,0,0,1,616.0,6,2,1684,9
0,0,0,0,0,0,0,576,182,1,0,0,0,0,36.0,0,0,0,129,0,0,0,0.0,4,1,536,5
0,0,0,0,0,0,0,605,0,0,0,0,0,0,65.0,0,0,0,0,0,0,1,0.0,6,1,972,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,0,0,0,498,0,0,0,0.0,5,1,958,6
0,0,0,0,0,0,0,0,0,0,0,0,40,0,69.0,0,0,0,1270,0,0,2,30.0,6,2,1478,6
0,0,0,0,0,0,0,862,0,1,0,0,27,0,36.0,0,0,0,573,0,0,0,106.0,6,2,764,7
0,0,0,0,0,0,0,880,0,1,0,0,0,0,56.0,0,0,0,1410,0,0,2,870.0,10,2,1848,9
0,0,0,0,0,0,0,0,210,0,0,0,54,0,68.0,0,0,0,0,0,0,1,362.0,6,2,1869,9
0,0,0,0,0,0,0,0,0,1,0,0,80,0,69.0,0,0,0,1082,0,0,1,0.0,6,1,1453,7
0,0,0,0,0,0,0,495,48,0,0,0,0,0,60.0,0,0,0,236,0,0,0,0.0,5,1,616,5
0,0,0,0,0,0,0,0,106,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0.0,5,1,624,6
0,0,0,0,0,0,0,403,0,0,0,0,0,0,60.0,0,0,0,388,0,0,2,0.0,6,1,940,6
0,0,0,0,0,0,0,0,0,0,0,0,26,0,105.0,0,0,0,334,0,0,0,0.0,6,2,1200,6
0,0,0,0,0,0,0,0,120,0,0,0,26,0,69.0,0,0,0,560,0,0,0,106.0,6,2,1158,6
0,0,0,0,0,0,0,0,536,1,0,0,90,0,44.0,0,0,0,874,0,0,1,0.0,6,1,1142,5
0,0,0,0,0,0,0,0,168,0,0,0,0,0,92.0,0,0,0,300,0,0,0,120.0,6,1,1062,5
0,0,0,0,0,0,0,838,208,1,0,0,75,0,78.0,0,0,0,956,0,0,1,530.0,7,2,1086,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,0,0,0,773,0,0,1,0.0,5,1,888,6
0,0,0,0,0,0,0,517,0,0,0,0,0,0,69.0,0,0,0,399,0,0,0,0.0,8,1,883,5
0,0,0,0,0,0,0,1427,0,0,0,0,0,0,64.0,0,0,0,0,0,0,1,500.0,7,3,0,7
0,0,0,0,0,0,0,784,306,1,0,0,111,0,69.0,0,0,0,712,0,0,1,120.0,6,2,796,6
0,0,0,0,0,0,0,672,0,0,0,0,128,0,59.0,0,0,0,456,0,0,0,0.0,6,1,672,5
0,0,0,0,0,0,0,0,0,1,0,0,76,0,69.0,0,0,0,609,0,0,2,247.0,6,1,1394,6
0,0,0,0,0,0,0,0,64,0,0,0,110,0,101.0,0,0,0,371,0,0,1,305.0,6,1,1099,6
0,0,0,0,0,0,0,0,0,0,0,0,98,0,78.0,0,0,0,540,0,0,1,200.0,7,1,1268,5
0,0,0,0,0,0,0,0,364,0,0,0,17,0,69.0,0,0,0,72,0,0,1,0.0,7,1,1063,5
0,0,0,0,0,0,0,711,100,1,0,0,40,0,69.0,0,0,0,0,0,0,1,0.0,7,2,953,6
0,0,0,0,0,0,0,468,0,0,0,0,59,0,80.0,0,0,0,0,0,0,1,0.0,7,2,0,4
0,0,0,0,0,0,0,0,353,0,0,0,0,0,50.0,0,0,0,623,0,0,0,0.0,4,1,744,6
0,0,0,0,0,0,0,0,66,0,0,0,0,0,79.0,0,0,0,428,0,0,0,0.0,5,1,608,5
0,0,0,0,0,0,0,1081,100,1,0,0,48,0,65.0,0,0,0,0,0,0,1,0.0,8,2,847,7
0,0,0,0,0,0,0,0,0,1,0,0,0,0,69.0,0,0,0,350,0,0,0,0.0,4,0,683,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,0,0,0,298,0,0,0,0.0,5,1,870,5
0,0,0,0,0,0,0,886,159,0,0,0,214,0,102.0,0,0,0,0,0,0,1,0.0,8,3,1580,8
0,0,0,0,0,0,0,0,113,1,0,0,0,0,88.0,0,0,0,1445,0,0,1,350.0,8,1,1856,9
0,0,0,0,0,0,0,793,100,1,0,0,63,0,60.0,0,0,0,0,0,0,1,16.0,7,2,982,6
0,0,0,0,0,0,0,665,0,0,0,0,0,0,50.0,0,0,0,218,0,0,1,0.0,6,2,1026,5
0,0,0,0,0,0,0,0,216,0,0,0,121,0,60.0,0,0,0,0,0,0,1,0.0,5,2,1293,7
0,0,0,0,0,0,0,858,144,1,0,0,53,0,79.0,0,0,0,0,0,0,0,0.0,8,2,939,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0.0,5,1,784,6
0,0,0,0,0,0,0,874,216,1,0,0,231,0,69.0,0,0,0,985,0,0,2,0.0,9,2,1580,6
0,0,0,0,0,0,0,0,146,0,0,0,20,0,43.0,0,0,0,24,0,0,1,16.0,6,2,1256,8
0,0,0,0,0,0,0,526,0,0,0,0,151,0,58.0,0,0,0,0,0,0,0,0.0,8,1,658,5
0,0,0,0,0,0,0,0,296,0,0,0,0,0,72.0,0,0,0,631,0,0,1,255.0,6,1,1041,6
0,0,0,0,0,0,0,0,120,0,0,0,25,0,93.0,0,0,0,0,0,0,0,125.0,6,2,1468,7
0,0,0,0,0,0,0,590,196,1,0,0,134,0,96.0,0,0,0,1280,0,0,1,272.0,9,2,1682,10
0,0,0,0,0,0,0,406,0,0,0,0,130,0,50.0,0,0,0,241,0,0,0,0.0,7,1,861,5
0,0,0,0,0,0,0,1157,125,1,0,0,192,0,71.0,0,0,0,690,0,0,1,0.0,7,2,804,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,0,0,0,0,0,0,0,0.0,5,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,0,0,0,266,0,0,2,0.0,4,1,788,4
0,0,0,0,0,0,0,299,0,0,0,0,39,0,60.0,0,0,0,0,0,0,0,0.0,5,1,735,5
0,0,0,0,0,0,0,0,44,0,0,0,0,0,68.0,0,0,0,739,0,0,0,0.0,6,1,1144,5
0,0,0,0,0,0,0,0,215,0,0,0,0,0,60.0,0,0,0,777,0,0,0,0.0,6,1,894,5
0,0,0,0,0,0,0,936,0,0,0,0,168,0,69.0,0,0,0,540,0,0,1,288.0,8,2,864,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0.0,6,1,961,5
0,0,0,0,0,0,0,438,0,0,0,0,168,0,65.0,0,0,0,812,0,0,0,100.0,7,2,1092,7
0,0,0,0,0,0,0,0,120,1,0,0,30,0,38.0,0,0,0,786,0,0,2,0.0,4,1,1260,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,0,0,0,24,0,0,1,0.0,6,2,1310,7
0,0,0,0,0,0,0,0,168,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0.0,4,1,672,5
0,0,0,0,0,0,0,1098,144,1,0,0,123,0,93.0,0,0,0,0,0,0,1,650.0,10,2,1141,8
0,0,0,0,0,0,0,766,0,1,0,0,40,0,69.0,0,0,0,0,0,0,1,0.0,7,2,806,6
0,0,0,0,0,0,0,0,120,0,0,0,78,0,69.0,0,0,0,1116,0,0,1,0.0,8,2,1281,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,0,0,0,0,0,0,0,0.0,6,1,1064,6
0,0,0,0,0,0,0,840,0,0,0,0,0,0,63.0,0,0,0,0,0,0,0,0.0,8,2,840,6
0,0,0,0,0,0,0,1028,0,1,0,0,102,0,85.0,0,0,0,789,0,0,1,100.0,8,2,1034,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,0,0,0,0,0,0,0,0.0,5,1,1276,5
0,0,0,0,0,0,0,0,264,0,0,0,0,0,100.0,0,0,0,1056,0,0,0,0.0,5,1,1056,5
0,0,0,0,0,0,0,0,0,1,0,0,144,0,69.0,0,0,0,578,0,0,1,432.0,7,2,1470,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,0,0,0,0,0,0,1,0.0,5,1,1008,5
0,0,0,0,0,0,0,1017,196,1,0,0,187,0,59.0,0,0,0,50,0,0,1,0.0,9,2,1080,7
0,0,0,0,0,0,0,0,100,0,0,0,30,0,73.0,0,0,0,24,0,0,0,0.0,6,2,1340,7
0,0,0,0,0,0,0,728,0,1,0,0,0,0,74.0,0,0,0,209,0,0,1,203.0,6,1,672,6
0,0,0,0,0,0,0,1254,0,1,0,0,0,0,86.0,0,0,0,1128,0,0,1,0.0,10,2,1370,6
0,0,0,0,0,0,0,378,0,1,0,0,0,0,60.0,0,0,0,312,0,0,0,0.0,7,1,756,5
0,0,0,0,0,0,0,0,0,0,0,0,85,0,65.0,0,0,0,775,0,0,1,0.0,6,1,1056,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,0,0,0,1309,0,0,0,200.0,8,2,1344,7
0,0,0,0,0,0,0,0,240,0,0,0,0,0,69.0,0,0,0,1246,0,0,1,126.0,8,2,1602,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0.0,4,1,988,5
0,0,0,0,0,0,0,1160,0,1,0,0,66,0,80.0,0,0,0,986,0,0,1,473.0,8,2,1470,8
0,0,0,0,0,0,0,0,0,0,0,0,44,0,72.0,0,0,0,616,0,0,1,74.0,6,1,1196,6
0,0,0,0,0,0,0,682,0,1,0,0,0,0,60.0,0,0,0,0,0,0,2,0.0,6,1,651,7
0,0,0,0,0,0,0,0,80,0,0,0,0,0,69.0,0,0,0,1518,0,0,1,145.0,5,2,1518,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,0,0,0,288,0,0,0,0.0,5,1,907,4
0,0,0,0,0,0,0,0,105,0,0,0,54,0,64.0,0,0,0,664,0,0,0,108.0,6,2,1208,7
0,0,0,0,0,0,0,110,0,0,0,0,98,0,60.0,0,0,0,0,0,0,0,0.0,7,1,901,6
0,0,0,0,0,0,0,678,0,1,0,0,36,0,100.0,0,0,0,0,0,0,1,0.0,7,2,926,6
0,0,0,0,0,0,0,834,158,1,0,0,61,0,43.0,0,0,0,385,0,0,1,0.0,6,2,799,7
0,0,0,0,0,0,0,384,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0.0,6,1,648,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0.0,4,1,884,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,365,0,0,1,0.0,4,1,440,5
0,0,0,0,0,0,0,512,0,0,0,0,46,0,67.0,0,0,0,0,0,0,0,0.0,7,1,684,6
0,0,0,0,0,0,0,0,0,0,0,0,72,0,105.0,0,0,0,1767,0,0,2,200.0,10,2,3094,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,0,0,0,133,0,0,0,270.0,8,2,1440,4
0,0,0,0,0,0,0,445,0,0,0,0,0,0,52.0,0,0,0,0,0,0,1,0.0,8,2,1078,5
0,0,0,0,0,0,0,0,144,0,0,0,16,0,53.0,0,0,0,0,0,0,1,72.0,6,2,1258,7
0,0,0,0,0,0,0,975,144,1,0,0,133,0,70.0,0,0,0,642,0,0,1,0.0,8,2,915,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,0,0,0,0,0,0,1,0.0,7,1,1436,6
0,0,0,0,0,0,0,930,89,1,0,0,0,0,69.0,0,0,0,0,0,0,1,0.0,10,2,930,7
0,0,0,0,0,0,0,596,0,0,0,0,0,0,50.0,0,0,0,0,0,0,1,0.0,7,2,780,6
0,0,0,0,0,0,0,504,0,1,0,0,176,0,50.0,0,0,0,331,0,0,0,0.0,6,1,649,3
0,0,0,0,0,0,0,0,0,0,0,0,113,0,70.0,0,0,0,0,0,0,0,0.0,5,1,813,6
0,0,0,0,0,0,0,0,200,0,0,0,54,0,62.0,0,0,0,655,0,0,2,0.0,5,2,1533,7
0,0,0,0,0,0,0,868,144,1,0,0,122,0,69.0,0,0,0,742,0,0,0,42.0,7,2,872,6
0,0,0,0,0,0,0,804,0,1,0,0,30,0,75.0,0,0,0,0,0,0,0,0.0,6,2,768,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,0,0,0,1606,0,0,0,0.0,8,2,1728,5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,80.0,0,0,0,916,0,0,1,320.0,6,1,1242,7
0,0,0,0,0,0,0,720,0,0,0,0,0,0,34.0,0,0,0,0,0,0,0,0.0,7,1,624,5
0,0,0,0,0,0,0,0,224,0,0,0,137,0,69.0,0,0,0,1116,0,0,2,0.0,6,1,1364,4
0,0,0,0,0,0,0,833,192,0,0,0,63,0,69.0,0,0,0,0,0,0,1,0.0,7,1,588,8
0,0,0,0,0,0,0,224,0,0,0,0,0,0,69.0,0,0,0,185,0,0,1,161.0,5,1,709,5
0,0,0,0,0,0,0,1103,0,1,0,0,150,0,75.0,0,0,0,544,0,0,0,110.0,8,2,832,8
0,0,0,0,0,0,0,560,256,0,0,0,0,0,60.0,0,0,0,350,0,0,0,0.0,6,1,560,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,553,0,0,1,0.0,5,1,864,5
0,0,0,0,0,0,0,811,0,1,0,0,0,0,74.0,0,0,0,326,0,0,1,0.0,6,1,715,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,616,0,0,0,136.0,5,2,1040,5
0,0,0,0,0,0,0,0,144,0,0,0,20,0,69.0,0,0,0,0,0,0,1,18.0,6,2,1375,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,778,0,0,1,0.0,5,1,1277,7
0,0,0,0,0,0,0,756,168,1,0,0,0,0,79.0,0,0,0,386,0,0,2,224.0,7,1,728,5
0,0,0,0,0,0,0,0,0,0,0,0,44,0,98.0,0,0,0,0,0,0,1,248.0,7,2,1626,8
0,0,0,0,0,0,0,878,144,1,0,0,70,0,76.0,0,0,0,426,0,0,0,120.0,7,2,832,6
0,0,0,0,0,0,0,0,0,1,0,0,54,0,69.0,0,0,0,368,0,0,0,0.0,4,1,1488,8
0,0,0,0,0,0,0,808,0,1,0,0,0,0,92.0,0,0,0,0,0,0,1,0.0,8,2,808,7
0,0,0,0,0,0,0,0,0,0,0,0,28,0,35.0,0,0,0,459,0,0,0,80.0,5,1,547,6
0,0,0,0,0,0,0,0,96,0,0,0,48,0,41.0,0,0,0,1196,0,0,0,0.0,6,2,1494,8
0,0,0,0,0,0,0,0,0,0,0,0,24,0,80.0,0,0,0,630,0,0,0,0.0,5,1,970,5
0,0,0,0,0,0,0,0,140,0,0,0,39,0,75.0,0,0,0,994,0,0,1,215.0,7,2,1478,6
0,0,0,0,0,0,0,574,414,1,0,0,84,0,105.0,0,0,0,0,0,0,1,772.0,9,2,2153,9
0,0,0,0,0,0,0,0,208,0,0,0,44,0,79.0,0,0,0,1288,0,0,1,336.0,7,2,1705,8
0,0,0,0,0,0,0,0,0,0,0,0,72,0,50.0,0,0,0,168,0,0,0,435.0,7,1,907,4
0,0,0,0,0,0,0,0,519,0,0,0,112,0,98.0,0,0,0,1261,0,0,1,378.0,8,2,1833,9
0,0,0,0,0,0,0,0,206,0,0,0,49,0,72.0,0,0,0,1567,0,0,1,562.0,6,2,1792,9
0,0,0,0,0,0,0,910,0,1,0,0,0,0,50.0,0,0,0,299,0,0,1,0.0,7,1,910,7
0,0,0,0,0,0,0,0,0,0,0,0,125,0,32.0,0,0,0,897,0,0,0,116.0,5,2,1216,6
0,0,0,0,0,0,0,0,0,0,0,0,132,0,69.0,0,0,0,588,0,0,0,0.0,6,1,999,5
0,0,0,0,0,0,0,0,0,0,0,0,80,0,80.0,0,0,0,607,0,0,1,0.0,5,1,1113,5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.0,0,0,0,836,0,0,0,168.0,6,1,1073,5
0,0,0,0,0,0,0,0,224,0,0,0,0,0,70.0,0,0,0,998,0,0,1,0.0,7,2,1484,5
0,0,0,0,0,0,0,648,142,0,0,0,0,0,60.0,0,0,0,664,0,0,1,0.0,10,2,954,5
0,0,0,0,0,0,0,688,141,1,0,0,24,0,69.0,0,0,0,0,0,0,1,0.0,4,1,264,5
0,0,0,0,0,0,0,620,0,0,0,0,0,0,79.0,0,0,0,403,0,0,2,0.0,5,1,806,6
0,0,0,0,0,0,0,728,0,1,0,0,0,0,105.0,0,0,0,0,0,0,0,0.0,8,2,728,6
0,0,0,0,0,0,0,0,0,1,0,0,0,0,70.0,0,0,0,374,0,0,1,0.0,6,1,1269,5
0,0,0,0,0,0,0,0,144,0,0,0,20,0,50.0,0,0,0,0,0,0,0,0.0,4,1,190,5
0,0,0,0,0,0,0,0,0,0,0,0,523,0,60.0,0,0,0,495,0,0,0,0.0,4,1,720,4
0,0,0,0,0,0,0,0,264,0,0,0,75,0,69.0,0,0,0,1231,0,0,1,0.0,10,3,3200,8
0,0,0,0,0,0,0,687,0,0,0,0,100,0,60.0,0,0,0,329,0,0,0,0.0,8,2,1026,7
0,0,0,0,0,0,0,0,64,0,0,0,0,0,65.0,0,0,0,450,0,0,0,89.0,5,1,864,5
0,0,0,0,0,0,0,0,12,0,0,0,285,0,70.0,0,0,0,111,0,0,0,0.0,5,1,912,5
0,0,0,0,0,0,0,902,0,1,0,0,108,0,75.0,0,0,0,400,0,0,0,0.0,7,2,866,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,698,0,0,0,0.0,6,1,1214,5
