2ndFlrSF,WoodDeckSF,HalfBath,OpenPorchSF,LotFrontage,BsmtFinSF1,Fireplaces,MasVnrArea,TotRmsAbvGrd,FullBath,TotalBsmtSF,OverallQual,SaleCondition_Partial,BsmtFinType1_GLQ,GarageType_Attchd,Neighborhood_NridgHt,GarageFinish_Unf,KitchenQual_TA,Exterior2nd_VinylSd,BsmtExposure_Gd,FireplaceQu_Gd,BsmtQual_TA,Foundation_CBlock,GarageType_Detchd,HeatingQC_TA,ExterQual_Gd,KitchenQual_Gd,SalePrice
689,0,1,140,52.0,94,1,0.0,7,1,735,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113000
0,144,0,168,75.0,1078,0,36.0,7,2,1566,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262500
0,58,0,42,40.0,329,0,0.0,4,1,686,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110500
551,0,0,0,63.0,0,0,0.0,6,1,540,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79000
591,0,1,28,75.0,0,1,0.0,6,1,626,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000
888,0,1,130,69.0,695,2,0.0,8,2,948,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205000
0,197,0,39,80.0,929,1,102.0,6,2,1845,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241500
1020,0,0,60,69.0,0,0,0.0,9,2,1020,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137000
0,0,0,30,75.0,0,1,0.0,5,1,1367,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
828,144,1,68,72.0,0,0,101.0,8,2,840,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000
700,0,0,98,69.0,697,2,472.0,7,2,1444,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277000
0,263,0,0,55.0,0,0,0.0,6,1,728,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76500
0,123,0,0,44.0,1573,1,481.0,5,2,1573,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235000
842,138,1,45,65.0,0,0,0.0,6,2,798,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173000
0,333,0,0,85.0,270,0,108.0,7,2,1302,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158000
0,250,0,0,70.0,922,0,0.0,5,1,1314,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000
1286,192,1,0,66.0,0,1,302.0,8,2,975,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000
864,216,1,56,64.0,503,0,0.0,7,2,864,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207500
0,123,1,110,68.0,1334,1,180.0,8,2,1604,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000
829,0,1,96,80.0,361,1,172.0,7,2,963,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231500
0,0,0,45,70.0,0,0,0.0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97000
1092,0,1,148,69.0,0,1,270.0,10,2,1482,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276000
0,292,0,12,88.0,506,1,46.0,6,1,506,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151000
0,0,0,0,50.0,234,0,0.0,6,1,926,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000
0,276,0,0,78.0,588,1,210.0,7,2,1422,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175500
709,95,1,75,70.0,714,1,0.0,8,2,802,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185000
720,262,1,24,60.0,378,1,0.0,8,2,720,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179500
0,0,0,25,71.0,403,1,0.0,4,1,740,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120500
0,370,1,30,69.0,751,1,174.0,6,1,1143,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148000
844,192,1,51,84.0,0,1,0.0,8,2,1095,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266000
0,81,0,0,73.0,226,2,0.0,5,1,1385,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241500
1106,132,1,57,92.0,524,1,348.0,9,2,1152,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290000
0,289,0,0,80.0,620,1,183.0,6,2,1240,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139000
0,168,0,0,76.0,546,0,0.0,5,1,816,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124500
596,74,1,0,55.0,0,0,0.0,5,2,952,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205000
0,124,1,98,107.0,0,1,315.0,8,2,2121,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415298
866,288,1,117,83.0,392,1,299.0,8,2,1160,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192000
807,0,1,84,82.0,421,1,340.0,7,2,807,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228500
0,0,0,120,60.0,905,0,68.0,5,2,1262,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185000
0,172,0,62,34.0,904,1,166.0,6,2,1314,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207500
0,210,0,150,74.0,0,1,72.0,6,2,1468,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244600
0,0,0,0,50.0,430,0,0.0,5,2,1575,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179200
625,0,1,54,35.0,0,0,0.0,5,2,625,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164700
649,0,1,0,77.0,600,1,0.0,7,1,912,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159000
0,0,0,0,69.0,614,0,0.0,5,1,858,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88000
0,0,0,0,69.0,450,0,31.0,5,1,882,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122000
698,0,0,0,60.0,0,0,0.0,7,1,698,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153575
780,0,0,184,55.0,210,0,0.0,9,2,780,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135900
568,0,1,0,60.0,292,1,0.0,8,1,768,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131000
795,0,1,250,69.0,795,1,34.0,9,2,795,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235000
0,110,0,0,80.0,1285,2,238.0,7,1,1416,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167000
0,120,0,0,37.0,819,0,0.0,6,1,1003,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142500
648,289,1,0,75.0,420,0,0.0,6,1,910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152000
975,0,1,10,66.0,649,1,1600.0,7,2,975,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239000
702,224,2,0,90.0,384,1,365.0,7,1,702,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000
0,0,0,36,80.0,0,1,0.0,6,1,1092,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158500
0,0,0,0,90.0,841,2,56.0,5,1,1165,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157000
1242,208,1,50,66.0,281,1,0.0,9,2,1028,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267000
0,256,0,0,70.0,894,0,0.0,5,1,894,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149900
1818,302,0,0,87.0,0,1,0.0,10,3,1470,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295000
0,168,0,0,80.0,1464,0,246.0,8,2,2000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305900
371,0,0,144,69.0,0,0,0.0,6,1,319,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89500
0,158,0,0,69.0,262,0,0.0,4,1,861,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500
0,208,0,175,90.0,1274,3,0.0,8,2,1896,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000
804,190,1,63,69.0,518,1,112.0,6,2,697,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165600
0,0,0,0,50.0,680,1,0.0,5,1,972,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132000
325,0,0,0,65.0,507,1,0.0,5,1,793,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119900
809,0,1,0,60.0,16,1,0.0,6,1,728,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178000
716,100,1,51,71.0,425,1,0.0,6,2,716,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188500
1200,288,1,195,94.0,692,1,278.0,10,2,845,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000
871,208,1,46,75.0,0,1,0.0,8,2,1088,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000
1274,340,1,60,90.0,987,1,256.0,9,2,1347,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000
0,233,0,48,69.0,1036,2,225.0,6,2,1372,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187500
1332,184,1,154,99.0,970,1,388.0,10,2,1136,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354000
1177,201,1,96,86.0,28,1,172.0,8,2,1502,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301000
0,142,0,98,49.0,256,0,0.0,6,1,1162,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126175
1080,240,1,0,96.0,0,1,300.0,11,2,710,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242000
0,0,0,0,50.0,116,0,0.0,5,1,720,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87000
0,122,1,30,32.0,1619,2,0.0,6,1,1719,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324000
0,0,1,45,80.0,565,0,175.0,7,1,1383,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145250
689,0,0,60,69.0,0,0,0.0,10,2,844,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214500
596,0,0,0,60.0,0,0,0.0,6,1,596,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000
0,155,0,0,69.0,40,0,84.0,10,2,1728,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119000
0,0,0,0,70.0,846,0,0.0,6,1,1056,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139000
0,0,0,0,85.0,1124,1,296.0,7,2,3206,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284000
0,192,0,30,59.0,720,1,146.0,6,2,1358,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207000
695,100,1,38,59.0,828,2,0.0,7,2,943,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192000
167,670,0,0,69.0,1249,2,0.0,7,2,1499,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228950
0,178,0,51,86.0,1249,1,200.0,8,2,1922,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377426
0,192,0,74,70.0,810,0,113.0,7,2,1536,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214000
0,108,0,45,91.0,213,0,0.0,8,2,1208,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
0,0,0,0,66.0,585,0,176.0,6,1,1215,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000
915,135,1,0,85.0,0,0,0.0,9,2,967,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202900
0,250,0,0,60.0,0,0,0.0,4,1,721,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82000
0,0,0,0,69.0,0,0,340.0,6,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87500
0,495,0,72,63.0,28,1,616.0,6,2,1684,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266000
576,182,1,0,36.0,129,0,0.0,4,1,536,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000
605,0,0,0,65.0,0,1,0.0,6,1,972,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140200
0,0,0,0,69.0,498,0,0.0,5,1,958,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151500
0,0,0,40,69.0,1270,2,30.0,6,2,1478,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157500
862,0,1,27,36.0,573,0,106.0,6,2,764,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154000
880,0,1,0,56.0,1410,2,870.0,10,2,1848,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437154
0,210,0,54,68.0,0,1,362.0,6,2,1869,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318061
0,0,1,80,69.0,1082,1,0.0,6,1,1453,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000
495,48,0,0,60.0,236,0,0.0,5,1,616,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95000
0,106,0,0,60.0,0,0,0.0,5,1,624,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105900
403,0,0,0,60.0,388,2,0.0,6,1,940,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
0,0,0,26,105.0,334,0,0.0,6,2,1200,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177500
0,120,0,26,69.0,560,0,106.0,6,2,1158,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173000
0,536,1,90,44.0,874,1,0.0,6,1,1142,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134000
0,168,0,0,92.0,300,0,120.0,6,1,1062,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000
838,208,1,75,78.0,956,1,530.0,7,2,1086,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280000
0,0,0,0,69.0,773,1,0.0,5,1,888,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156000
517,0,0,0,69.0,399,0,0.0,8,1,883,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000
1427,0,0,0,64.0,0,1,500.0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198500
784,306,1,111,69.0,712,1,120.0,6,2,796,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000
672,0,0,128,59.0,456,0,0.0,6,1,672,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147000
0,0,1,76,69.0,609,2,247.0,6,1,1394,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159000
0,64,0,110,101.0,371,1,305.0,6,1,1099,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000
0,0,0,98,78.0,540,1,200.0,7,1,1268,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132000
0,364,0,17,69.0,72,1,0.0,7,1,1063,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162000
711,100,1,40,69.0,0,1,0.0,7,2,953,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172400
468,0,0,59,80.0,0,1,0.0,7,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134432
0,353,0,0,50.0,623,0,0.0,4,1,744,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000
0,66,0,0,79.0,428,0,0.0,5,1,608,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123000
1081,100,1,48,65.0,0,1,0.0,8,2,847,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219500
0,0,1,0,69.0,350,0,0.0,4,0,683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61000
0,0,0,0,57.0,298,0,0.0,5,1,870,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148000
886,159,0,214,102.0,0,1,0.0,8,3,1580,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340000
0,113,1,0,88.0,1445,1,350.0,8,1,1856,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394432
793,100,1,63,60.0,0,1,16.0,7,2,982,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179000
665,0,0,0,50.0,218,1,0.0,6,2,1026,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127000
0,216,0,121,60.0,0,1,0.0,5,2,1293,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187750
858,144,1,53,79.0,0,0,0.0,8,2,939,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213500
0,0,0,0,60.0,0,0,0.0,5,1,784,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76000
874,216,1,231,69.0,985,2,0.0,9,2,1580,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000
0,146,0,20,43.0,24,1,16.0,6,2,1256,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192000
526,0,0,151,58.0,0,0,0.0,8,1,658,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81000
0,296,0,0,72.0,631,1,255.0,6,1,1041,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000
0,120,0,25,93.0,0,0,125.0,6,2,1468,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191000
590,196,1,134,96.0,1280,1,272.0,9,2,1682,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426000
406,0,0,130,50.0,241,0,0.0,7,1,861,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119000
1157,125,1,192,71.0,690,1,0.0,7,2,804,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215000
0,0,0,0,69.0,0,0,0.0,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106500
0,0,0,0,69.0,266,2,0.0,4,1,788,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
299,0,0,39,60.0,0,0,0.0,5,1,735,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109000
0,44,0,0,68.0,739,0,0.0,6,1,1144,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129000
0,215,0,0,60.0,777,0,0.0,6,1,894,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123000
936,0,0,168,69.0,540,1,288.0,8,2,864,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169500
0,0,0,0,60.0,0,0,0.0,6,1,961,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67000
438,0,0,168,65.0,812,0,100.0,7,2,1092,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241000
0,120,1,30,38.0,786,2,0.0,4,1,1260,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245500
0,0,0,0,65.0,24,1,0.0,6,2,1310,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164990
0,168,0,0,60.0,0,0,0.0,4,1,672,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108000
1098,144,1,123,93.0,0,1,650.0,10,2,1141,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258000
766,0,1,40,69.0,0,1,0.0,7,2,806,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168000
0,120,0,78,69.0,1116,1,0.0,8,2,1281,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000
0,0,0,0,51.0,0,0,0.0,6,1,1064,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000
840,0,0,0,63.0,0,0,0.0,8,2,840,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177000
1028,0,1,102,85.0,789,1,100.0,8,2,1034,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339750
0,0,0,0,68.0,0,0,0.0,5,1,1276,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
0,264,0,0,100.0,1056,0,0.0,5,1,1056,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000
0,0,1,144,69.0,578,1,432.0,7,2,1470,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222000
0,0,0,0,56.0,0,1,0.0,5,1,1008,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000
1017,196,1,187,59.0,50,1,0.0,9,2,1080,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228000
0,100,0,30,73.0,24,0,0.0,6,2,1340,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181134
728,0,1,0,74.0,209,1,203.0,6,1,672,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149500
1254,0,1,0,86.0,1128,1,0.0,10,2,1370,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239000
378,0,1,0,60.0,312,0,0.0,7,1,756,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126000
0,0,0,85,65.0,775,1,0.0,6,1,1056,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142000
0,0,0,0,78.0,1309,0,200.0,8,2,1344,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206300
0,240,0,0,69.0,1246,1,126.0,8,2,1602,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215000
0,0,0,0,100.0,0,0,0.0,4,1,988,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113000
1160,0,1,66,80.0,986,1,473.0,8,2,1470,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315000
0,0,0,44,72.0,616,1,74.0,6,1,1196,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139000
682,0,1,0,60.0,0,2,0.0,6,1,651,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000
0,80,0,0,69.0,1518,1,145.0,5,2,1518,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000
0,0,0,0,77.0,288,0,0.0,5,1,907,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109008
0,105,0,54,64.0,664,0,108.0,6,2,1208,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195400
110,0,0,98,60.0,0,0,0.0,7,1,901,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79900
678,0,1,36,100.0,0,1,0.0,7,2,926,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181000
834,158,1,61,43.0,385,1,0.0,6,2,799,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212000
384,0,0,0,40.0,0,0,0.0,6,1,648,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116000
0,0,0,0,50.0,0,0,0.0,4,1,884,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119000
0,0,0,0,40.0,365,1,0.0,4,1,440,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90350
512,0,0,46,67.0,0,0,0.0,7,1,684,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
0,0,0,72,105.0,1767,2,200.0,10,2,3094,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555000
0,0,0,0,92.0,133,0,270.0,8,2,1440,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118000
445,0,0,0,52.0,0,1,0.0,8,2,1078,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162900
0,144,0,16,53.0,0,1,72.0,6,2,1258,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172500
975,144,1,133,70.0,642,1,0.0,8,2,915,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000
0,0,0,0,73.0,0,1,0.0,7,1,1436,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127500
930,89,1,0,69.0,0,1,0.0,10,2,930,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199900
596,0,0,0,50.0,0,1,0.0,7,2,780,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119500
504,0,1,176,50.0,331,0,0.0,6,1,649,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000
0,0,0,113,70.0,0,0,0.0,5,1,813,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
0,200,0,54,62.0,655,2,0.0,5,2,1533,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280000
868,144,1,122,69.0,742,0,42.0,7,2,872,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204000
804,0,1,30,75.0,0,0,0.0,6,2,768,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000
0,0,0,0,63.0,1606,0,0.0,8,2,1728,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188000
0,0,1,0,80.0,916,1,320.0,6,1,1242,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175500
720,0,0,0,34.0,0,0,0.0,7,1,624,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98000
0,224,0,137,69.0,1116,2,0.0,6,1,1364,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256000
833,192,0,63,69.0,0,1,0.0,7,1,588,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161000
224,0,0,0,69.0,185,1,161.0,5,1,709,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
1103,0,1,150,75.0,544,0,110.0,8,2,832,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263435
560,256,0,0,60.0,350,0,0.0,6,1,560,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000
0,0,0,0,60.0,553,1,0.0,5,1,864,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62383
811,0,1,0,74.0,326,1,0.0,6,1,715,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188700
0,0,0,0,60.0,616,0,136.0,5,2,1040,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124000
0,144,0,20,69.0,0,1,18.0,6,2,1375,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178740
0,0,0,0,85.0,778,1,0.0,5,1,1277,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167000
756,168,1,0,79.0,386,2,224.0,7,1,728,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146500
0,0,0,44,98.0,0,1,248.0,7,2,1626,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000
878,144,1,70,76.0,426,0,120.0,7,2,832,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187000
0,0,1,54,69.0,368,0,0.0,4,1,1488,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212000
808,0,1,0,92.0,0,1,0.0,8,2,808,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000
0,0,0,28,35.0,459,0,80.0,5,1,547,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148000
0,96,0,48,41.0,1196,0,0.0,6,2,1494,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251000
0,0,0,24,80.0,630,0,0.0,5,1,970,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132500
0,140,0,39,75.0,994,1,215.0,7,2,1478,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208900
574,414,1,84,105.0,0,1,772.0,9,2,2153,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380000
